name;professions
{d}]en#-[lil₂-la₂];{'dim[create]'}
{d}]en#-ki;{'du[spread]'}
{d}]en#-lil₂-la₂;{'dim[create]'}
{d}]i#-bi₂#-{d#}[suen];{'lugal[king]'}
{d}]nanna-ma-ba;{'dubsar[scribe]'}
{d}]suen#-a-bu-[šu];{'šagia[cup-bearer]'}
{d}]šul-gi-a-a-mu;{'u'}
{d}a-ma-ga;{'AN'}
{d}amar#-[{d}]suen;{'lugal[king]'}
{d}amar-{d#}suen#;{'lugal[king]'}
{d}amar-{d}suen;{'guza[chair]', 'šag[heart]', 'AN', 'e[house]', 'lugal[king]'}
{d}amar-{d}suen-<na>-engar#-{d}en-lil₂;{'šagia[cup-bearer]'}
{d}amar-{d}suen-ka;{'e[house]'}
{d}amar-{d}suen-ke₄;{'GN'}
{d}amar-{d}suen-na-ra-am-{d}en-lil₂;{'sukkal[secretary]'}
{d}amar-{d}suen-zi-kalam-ma;{'sukkal[secretary]'}
{d}amar]-{d}suen;{'lugal[king]'}
{d}ba-ba₆-da-nu-me-a;{'engar[farmer]'}
{d}be-la-at-suh-ne-er;{'u[and]'}
{d}be-la-at-suh-ner;{'u[and]', 'šag[heart]'}
{d}be-la-at-suh₆-ner;{'u[and]'}
{d}be-la-at-šu?-gu-nir;{'u[and]'}
{d}da-[...];{'tur[small]'}
{d}da-gan-a-bu;{'lu[person]'}
{d}da-gan-du-ni;{'FN'}
{d}en#-[ki];{'X'}
{d}en-[lil₂-la₂];{'dim[create]'}
{d}en-[lil₂-zi]-ša₃-gal₂;{'PN'}
{d}en-[lil₂]-la₂#;{'dim[create]'}
{d}en-ki;{'ŋeškiŋti[workshop]', 'ašag[field]', 'ur[roof]', 'e[house]', 'dim[create]', 'DN', 'du[spread]', 'GN', 'PN', 'ara[times]', 'X', 'šag[heart]'}
{d}en-lil₂#-la₂;{'dim[create]'}
{d}en-lil₂-[la₂;{'AN'}
{d}en-lil₂-a-bu-šu;{'šagia[cup-bearer]'}
{d}en-lil₂-al-šu;{'dumu[child]'}
{d}en-lil₂-a₂-mah;{'šagia[cup-bearer]'}
{d}en-lil₂-da;{'dumu[child]'}
{d}en-lil₂-la₂;{'ŋar[place]', 'AN', 'du[build]', 'dim[create]', 'unud[cowherd]', 'kurušda[fattener]', 'mu[year]', 'X'}
{d}en-lil₂-la₂#;{'ragaba[rider]'}
{d}en-lil₂-re-ez-zum;{'šagia[cup-bearer]'}
{d}en-lil₂-zi;{'lu[person]'}
{d}en-lil₂-zi-ša₃-gal₂;{'šagia[cup-bearer]', 'zabardab[official]', 'ensik[ruler]', 'PN'}
{d}en-lil₂-zi-ša₃-gal₂-še₃;{'X'}
{d}en-nimgir-si;{'PN'}
{d}er₃-ra-zu;{'ud[sun]'}
{d}gur₈-gur₈;{'PN'}
{d}i-bi₂-[{d}]suen;{'lugal[king]'}
{d}i-bi₂-[{d}suen];{'lugal[king]'}
{d}i-bi₂-{d}suen;{'lugal[king]', 'aga[tiara]'}
{d}i]-bi₂#-{d}suen;{'lugal[king]'}
{d}inanna-zi-mu;{'galamah[singer]'}
{d}iškur-ba-ni;{'engar[farmer]', 'nagada[herdsman]'}
{d}iškur-da-mi-iq;{'dumu[child]'}
{d}iškur-dan;{'šeš[brother]'}
{d}iškur-illat;{'šarrabdu[administrator]', 'nubanda[overseer]'}
{d}iškur-ra-bi₂;{'nubanda[overseer]'}
{d}i₇-lu₂-ru-gu₂-de₃;{'kaš[beer]'}
{d}ku-ku;{'e[house]', 'PN'}
{d}lamma-e-silim-mu;{'dumu[child]'}
{d}lamma-igi-du;{'dubsar[scribe]', 'bala[turn]', 'GN', 'u'}
{d}lugal-ku₃-zu#;{'šagia[cup-bearer]'}
{d}nanna#-[ma-ba];{'dubsar[scribe]'}
{d}nanna#-kam;{'sukkal[secretary]'}
{d}nanna#-ma-ba;{'šatam[official]'}
{d}nanna#-ma-ba#;{'dubsar[scribe]'}
{d}nanna-PAD;{'ragaba[rider]'}
{d}nanna-[ki]-ag₂;{'nubanda[overseer]'}
{d}nanna-[ma-ba;{'dubsar[scribe]'}
{d}nanna-[ma-ba];{'dubsar[scribe]'}
{d}nanna-[ma]-ba;{'dubsar[scribe]'}
{d}nanna-dalla;{'kurušda[fattener]', 'sukkal[secretary]'}
{d}nanna-he₂-gal₂;{'santanak[gardener]'}
{d}nanna-igi-du;{'šagia[cup-bearer]'}
{d}nanna-igi-du#;{'šagia[cup-bearer]'}
{d}nanna-i₃-gi;{'sukkal[secretary]', 'kuš[official]'}
{d}nanna-i₃-gi-in;{'sukkal[secretary]'}
{d}nanna-i₃-sa₆;{'dumu[child]'}
{d}nanna-i₃-zi;{'kuš[official]'}
{d}nanna-i₃-zi-in;{'sukkal[secretary]'}
{d}nanna-kam;{'sukkal[secretary]', 'šuʾi[barber]'}
{d}nanna-ki-ag₂;{'nubanda[overseer]', 'šabra[administrator]', 'kuš[official]'}
{d}nanna-ku₃-zu;{'dumu[child]'}
{d}nanna-lugal;{'PN'}
{d}nanna-ma!-ba;{'dubsar[scribe]'}
{d}nanna-ma!-ba!;{'dubsar[scribe]'}
{d}nanna-ma#-ba;{'dubsar[scribe]'}
{d}nanna-ma-[ba;{'dubsar[scribe]'}
{d}nanna-ma-[ba];{'dubsar[scribe]'}
{d}nanna-ma-an-ba;{'FN', 'sukkal[secretary]'}
{d}nanna-ma-ba;{'dubsar[scribe]', 'PN', 'ŋiri[foot]', 'šatam[official]'}
{d}nanna-ma-ba!;{'dubsar[scribe]'}
{d}nanna-zi-ša₃#-[gal₂];{'ensik[ruler]'}
{d}nanna-zi-ša₃-gal₂;{'ensik[ruler]'}
{d}nanše-GIR₂@g-gal;{'X'}
{d}nanše-kam;{'X', 'u', 'en[cvne]', 'zig[rise]'}
{d}nin#;{'AN'}
{d}nin#?;{'AN'}
{d}nin-e₂-an-na;{'X'}
{d}nin-e₂-gal-e-si;{'balaŋ[instrument]'}
{d}nin-e₂-gal-igi-du;{'dubsar[scribe]'}
{d}nin-gir₂-su-ka-i₃-sa₆;{'kurušda[fattener]', 'šabra[administrator]'}
{d}nin-isin₂?{si}-na;{'GN'}
{d}nin-isin₂{si}-na;{'FN'}
{d}nin-lil₂-ama-mu;{'ragaba[rider]', 'sukkal[secretary]'}
{d}nin-lil₂-e-ma-na!(KI)-ag₂;{'ud[sun]'}
{d}nin-lil₂-le-ma-an-ag₂;{'dumumunus[daughter]'}
{d}nin-lil₂-tum-nu-ri;{'sarig[gift]'}
{d}nin-lil₂-tum-zi-nu-šu;{'en[priest]'}
{d}nin-lil₂-zi-mu;{'zabardab[official]'}
{d}nin-me-en;{'AN'}
{d}nin-pa;{'AN'}
{d}nin-ti₂-ug₅-<ga>;{'GN'}
{d}nin-ti₂-ug₅-ga;{'GN', 'X'}
{d}nin-ti₂-ug₅-ga#;{'X'}
{d}nin-šubur-an-dul₃;{'kuš[official]'}
{d}nisaba-an-dul₃;{'šabra[administrator]'}
{d}nu-ur₂-{d}suen;{'dubsar[scribe]'}
{d}nun-x;{'u'}
{d}suen!-a-bu-šu;{'šagia[cup-bearer]'}
{d}suen-a-bu#-[šu];{'šagia[cup-bearer]'}
{d}suen-a-bu-ni;{'šagia[cup-bearer]'}
{d}suen-a-bu-šu;{'šagia[cup-bearer]'}
{d}suen-a-bu-šu#;{'šagia[cup-bearer]'}
{d}suen-al-še₃?;{'šagia[cup-bearer]'}
{d}suen-ba-ni;{'maššugidgid[diviner]', 'kurušda[fattener]', 'dumu[child]', 'min[two]', 'azlag[fuller]'}
{d}suen-dingir-šu;{'šagia[cup-bearer]'}
{d}suen-ga-da;{'ragaba[rider]'}
{d}suen-il-šu;{'šagia[cup-bearer]'}
{d}suen-illat;{'šarrabdu[administrator]'}
{d}suen-ma-la-ak-šu;{'šagia[cup-bearer]'}
{d}suen-ma-lik;{'X'}
{d}suen-zi-mu;{'šagia[cup-bearer]'}
{d}utu-GIR₂@g-gal;{'u[and]', 'X'}
{d}utu-a₂-dah;{'ragaba[rider]'}
{d}utu-ba-ni;{'nubanda[overseer]', 'ensik[ruler]'}
{d}utu-bar-ra;{'unud[cowherd]', 'kurušda[fattener]', 'lu[person]'}
{d}utu-du₁₀;{'u[and]', 'ragaba[rider]', 'sukkal[secretary]'}
{d}utu-he₂!-du₇;{'FN'}
{d}utu-illat;{'šakkanak[general]'}
{d}utu-me-lam₂;{'unud[cowherd]'}
{d}utu-mu;{'lu[person]'}
{d}utu-mu-da;{'AN'}
{d}x-ki;{'šag[heart]'}
{d}x-{d}]suen;{'lugal[king]'}
{d}x]-{d#}suen;{'AN'}
{d}x]-{d}suen;{'u', 'lugal[king]'}
{d}ša-u₁₈-ša;{'GN', 'PN'}
{d}šara₂-a₂-zi-da;{'unud[cowherd]'}
{d}šara₂-kam;{'dubsar[scribe]', 'dumu[child]', 'ensik[ruler]'}
{d}šara₂-kam-e;{'X'}
{d}ša₃-ge-pa₃-da;{'ki[place]'}
{d}šu-suen;{'šag[heart]'}
{d}šu-{d}suen-ba-ni;{'azu[doctor]'}
{d}šu-{d}suen-dingir;{'šuʾi[barber]'}
{d}šu-{d}suen-ha-ma-ti;{'šuʾi[barber]'}
{d}šu-{d}suen-hi-li-an-na;{'dumu[child]'}
{d}šu-{d}suen-i-pa₂-la-[ah-{d}en-lil₂];{'šagia[cup-bearer]'}
{d}šu-{d}suen-i-pa₂-la-ah-{d}en-lil₂;{'šagia[cup-bearer]'}
{d}šu-{d}suen-i₃#-pa₂#-la-ah#-{d}en-lil₂#;{'šagia[cup-bearer]'}
{d}šu-{d}suen-i₃-[pa₂]-la!-[ah]-{d}en-lil₂;{'šagia[cup-bearer]'}
{d}šu-{d}suen-i₃-li₂;{'šarrabdu[administrator]', 'ragaba[rider]'}
{d}šu-{d}suen-i₃-pa₂-la-ah-{d}en-lil₂;{'šagia[cup-bearer]'}
{d}šu-{d}suen-la-ma-ha-ar;{'šagia[cup-bearer]'}
{d}šu-{d}suen-la-ma-har;{'šagia[cup-bearer]'}
{d}šu-{d}suen-ma-ha-ar;{'šagia[cup-bearer]'}
{d}šu-{d}suen-mi-gir-[eš₁₈]-dar;{'dumu[child]'}
{d}šu-{d}suen-mi-gir-{d}en-lil₂;{'nar[musician]'}
{d}šu-{d}suen-na-ra-am-{d}en-lil₂;{'ragaba[rider]'}
{d}šu-{d}suen-si-sa₂;{'ragaba[rider]'}
{d}šu-{d}suen-si-sa₂-še₃;{'X'}
{d}šu-{d}suen-wu-zu-um-i-šar#-re;{'lu[person]'}
{d}šu-{d}suen-wu-zu-um-i-šar-re;{'lu[person]'}
{d}šul#-gi#-a#-a#-mu#-[ta];{'PN'}
{d}šul#-gi-a-a-mu#;{'PN'}
{d}šul-<gi>-a-a-mu-[ta;{'AN'}
{d}šul-[gi-iri-mu;{'sukkal[secretary]'}
{d}šul-gi-[kalam-ma]-me-te-bi#;{'AN'}
{d}šul-gi-a-a-mu;{'PN'}
{d}šul-gi-a-a-mu#;{'PN'}
{d}šul-gi-a-a-mu-<ta>;{'PN'}
{d}šul-gi-a-tal;{'lu[person]'}
{d}šul-gi-ad-lal₃;{'šagia[cup-bearer]'}
{d}šul-gi-ad-mu;{'ensik[ruler]'}
{d}šul-gi-al-mah;{'dubsar[scribe]'}
{d}šul-gi-an-dul₃;{'nubanda[overseer]'}
{d}šul-gi-ba-ni;{'šagia[cup-bearer]', 'X', 'šabra[administrator]'}
{d}šul-gi-dan;{'u', 'kuš[official]'}
{d}šul-gi-iri#-mu;{'ragaba[rider]'}
{d}šul-gi-iri-mu;{'ŋiri[foot]', 'ragaba[rider]', 'sukkal[secretary]'}
{d}šul-gi-i₃#-[li₂;{'dumu[child]'}
{d}šul-gi-i₃-li₂;{'šarrabdu[administrator]', 'šakkanak[general]', 'lu[person]', 'dubsar[scribe]', 'ugula[overseer]', 'PN', 'šagia[cup-bearer]', 'kurušda[fattener]', 'dumu[child]', 'ragaba[rider]', 'MAR.TU[westerner]', 'nubanda[overseer]', 'muhaldim[cook]'}
{d}šul-gi-li-ba-ni;{'dumu[child]'}
{d}šul-gi-li-ti-iš;{'sukkal[secretary]'}
{d}šul-gi-ma-ti;{'ragaba[rider]'}
{d}šul-gi-mi-šar;{'eme[donkey]', 'nar[musician]'}
{d}šul-gi-na-gir-ti;{'MAR.TU[westerner]'}
{d}šul-gi-nu-ri;{'dumumunus[daughter]', 'nar[musician]'}
{d}šul-gi-pa-li₂-il;{'uddatuš[jester]', 'lu[person]'}
{d}šul-gi-pa₂-li₂-il;{'ragaba[rider]'}
{d}šul-gi-ra;{'u[and]', 'e[house]', 'X', 'gabari[copy]'}
{d}šul-gi-ra-kam;{'dumu[child]'}
{d}šul-gi-ra-ke₄;{'gu[eat]'}
{d}šul-gi-ra-ma;{'dumu[child]'}
{d}šul-gi-re;{'kašdea[banquet]'}
{d}šul-gi-si₂-im-tum-ma-kam;{'PN'}
{d}šul-gi-x;{'lu[person]'}
{d}šul-gi-zi-mu;{'muhaldim[cook]'}
{d}šul-gi-{d}lamma-mu;{'kuš[official]'}
{d}šul-gi-{d}nanše-ki-ag₂;{'šagia[cup-bearer]', 'šarrabdu[administrator]'}
{d}šul-gi-{d}utu-<mu>;{'ragaba[rider]'}
{d}šul-gi-{d}utu-mu;{'ragaba[rider]'}
{d}šul]-gi-i₃-li₂;{'dubsar[scribe]'}
ŠIM;{'sag[rare]', 'n', 'eren[cedar]', 'X', 'du[go]'}
ŠIM#;{'sag[rare]'}
ŠIM?;{'gu[neck]'}
ša#-at#-[{d}šu-{d}]suen#;{'erešdiŋir[priestess]'}
ša#-at#-{d#}[šu-{d}suen];{'erešdiŋir[priestess]'}
ša#-at#-{d#}šu#-{d#}suen#;{'erešdiŋir[priestess]'}
ša#-at#-{d}šu#-{d#}suen#;{'erešdiŋir[priestess]'}
ša-ab-ša-nu;{'nubanda[overseer]'}
ša-al-mah;{'dumu[child]'}
ša-at#-{d#}šu#-{d#}suen#;{'erešdiŋir[priestess]'}
ša-at-[{d}]suen;{'erešdiŋir[priestess]'}
ša-at-bi;{'X'}
ša-at-da-ti;{'munus[woman]'}
ša-at-e₂-a;{'dumu[child]'}
ša-at-ma-mi;{'FN'}
ša-at-{d}suen;{'FN', 'dumumunus[daughter]', 'dam[spouse]', 'nin[sister]', 'munus[woman]'}
ša-at-{d}suen#;{'FN'}
ša-at-{d}šul-gi;{'dam[spouse]'}
ša-ba-nu-uk-ša-ba-aš;{'ensik[ruler]'}
ša-da-zi;{'lu[person]'}
ša-gu-ul-tum;{'TN'}
ša-lim-a-hu-um;{'ziʾa[worker]', 'nubanda[overseer]'}
ša-lim-be-li₂;{'uš[die]', 'nubanda[overseer]', 'rah[beat]'}
ša-lim-nu-ri-šu;{'bar[outside]'}
ša-lu;{'lu[person]'}
ša-ši-ku-na;{'dumu[child]'}
ša-ši-mi;{'dam[spouse]'}
šar#-ru-um-i₃-li₂;{'sukkal[secretary]'}
šar-ru-ba-ni;{'X', 'ensik[ruler]'}
šar-ru-i₃-li₂;{'šabra[administrator]'}
šar-ru-sipa-i₃-li₂;{'sukkal[secretary]'}
šar-ru-um-[i₃]-li₂#;{'šarrabdu[administrator]'}
šar-ru-um-ba-ni;{'šakkanak[general]', 'lu[person]', 'sipad[shepherd]', 'šagia[cup-bearer]', 'UN.IL₂[menial]', 'ensik[ruler]', 'nubanda[overseer]'}
šar-ru-um-i₃-li₂;{'šakkanak[general]', 'lu[person]', 'min[two]', 'šabra[administrator]', 'šagia[cup-bearer]', 'agaʾus[soldier]', 'dikud[judge]', 'dumu[child]', 'ensik[ruler]', 'nar[musician]', 'sukkal[secretary]', 'nubanda[overseer]', 'kuš[official]'}
šar-rum-i₃-li₂;{'šagia[cup-bearer]'}
ša₃#-ta-ku₃-zu#;{'ragaba[rider]'}
ša₃-ad-da;{'malah[sailor]'}
ša₃-da-an;{'nubanda[overseer]'}
ša₃-ga-na-kum;{'sukkal[secretary]'}
ša₃-gul-lum;{'nubanda[overseer]'}
ša₃-gu₄;{'laʾu[arrears]', 'GN', 'u', 'PN', 'u[and]', 'X'}
ša₃-gu₄];{'engar[farmer]'}
ša₃-kal;{'šatuku[mattress]', 'kugbabbar[silver]', 'zabar[bronze]', 'urud[copper]', 'X', 'ri[impose]'}
ša₃-ku₃-ge;{'šagia[cup-bearer]'}
ša₃-ta-ku₃-zu;{'ragaba[rider]', 'sukkal[secretary]'}
ša₃]-ku₃-ge;{'šabra[administrator]'}
še-[el]-ha-ha;{'lu[person]'}
še-da-ak-gu₂-gu₂;{'lu[person]'}
še-da-ku-ku;{'lu[person]'}
še-eb-ba;{'lu[person]'}
še-id?-pa₂-tal;{'lu[person]'}
še-il#-ha-ha;{'lu[person]'}
še-il-ha;{'mu[year]', 'X'}
še-il-ha-ha;{'lu[person]'}
še-ilₓ(KAR₂)?-ha;{'nubanda[overseer]'}
še-le-bu-um;{'nubanda[overseer]', 'kuš[official]'}
šeš!-da-da;{'FN'}
šeš#-[da]-da;{'FN'}
šeš#-da#-da;{'FN'}
šeš#-da#-da#;{'FN'}
šeš#-da-da;{'FN'}
šeš#-kal-la;{'dumu[child]', 'X'}
šeš-[...];{'ŋiri[foot]'}
šeš-[da-da;{'AN'}
šeš-a-na;{'rah[beat]'}
šeš-da-[da;{'FN'}
šeš-da-[da];{'FN'}
šeš-da-da;{'šarrabdu[administrator]', 'FN', 'AN', 'šabra[administrator]', 'sukkal[secretary]'}
šeš-da-da#;{'FN', 'AN'}
šeš-i₃-li₂-iš-ti;{'uddatuš[jester]'}
šeš-kal-la;{'šukud[fisherman]', 'udul[herdsman]', 'lu[person]', 'ŋiri[foot]', 'dubsarmah[official]', 'dubsar[scribe]', 'PN', 'agaʾus[soldier]', 'dumu[child]', 'šakkanak[general]', 'DN', 'guzala[official]', 'kuš[official]'}
šeš-sa₆-ga;{'dumu[child]'}
šeš-sa₆-ga#?;{'X'}
šeš-zi-mu;{'FN', 'šabra[administrator]', 'šuʾi[barber]'}
šeš-šeš;{'enkud[tax-collector]'}
šeš-šeš-mu;{'dikud[judge]'}
šeš]-kal-la;{'sipad[shepherd]'}
ši-ba-ra-aq;{'lu[person]'}
ši-bu-ur₂-ti;{'lu[person]'}
ši-dam-qa₂-at;{'X'}
ši-ha-lum;{'nubanda[overseer]'}
ši-il-ni-gi;{'lu[person]'}
ši-la-ti-ir;{'lu[person]'}
ši-me-a-ni;{'erešdiŋir[priestess]'}
ši-nu-nu-tum;{'dumumunus[daughter]'}
ši-ri-ši-[ih?];{'lu[person]'}
ši-šar-ra-at;{'nar[musician]'}
šir?-ra;{'KA[cvve]'}
šu!-ab-ba;{'engar[farmer]'}
šu#-dur-ul₃;{'sukkal[secretary]'}
šu#-er₃-ra;{'dubsar[scribe]'}
šu#-eš₁₈-dar;{'FN'}
šu#-e₂-a;{'kuš[official]'}
šu#-i₃-li₂;{'arad[slave]'}
šu#-la-num₂;{'FN'}
šu#?-[...];{'u'}
šu#?-[{d}nin?]-šubur;{'gala[singer]'}
šu-KID?-a;{'dumu[child]'}
šu-a-ba;{'sukkal[secretary]'}
šu-ab-ba;{'u', 'sukkal[secretary]'}
šu-ba-bi;{'PN'}
šu-da-da;{'AN', 'dumu[child]', 'kišib[seal]', 'šabra[administrator]', 'sukkal[secretary]'}
šu-dur-ul₃;{'nubanda[overseer]'}
šu-er₃-ra;{'dubsar[scribe]', 'gudgaz[butcher]', 'lu[person]', 'PN', 'kuš[official]'}
šu-eš₁₈-dar;{'šarrabdu[administrator]', 'lu[person]', 'šeš[brother]', 'dubsar[scribe]', 'damgar[merchant]', 'u[and]', 'uddatuš[jester]', 'FN', 'kurušda[fattener]', 'ragaba[rider]', 'dumu[child]', 'sukkal[secretary]', 'šagia[cup-bearer]', 'nubanda[overseer]'}
šu-eš₁₈-dar?;{'dubsar[scribe]'}
šu-eš₁₈?-dar?;{'AN', 'lu[person]', 'dubsar[scribe]', 'ugula[overseer]', 'sipad[shepherd]', 'idu[doorkeeper]', 'uddatuš[jester]', 'dumu[child]'}
šu-e₂#-a#;{'sukkal[secretary]'}
šu-e₂-a;{'lu[person]', 'šabra[administrator]', 'PN', 'sipad[shepherd]', 'dumu[child]', 'sukkal[secretary]', 'šag[heart]', 'kuš[official]'}
šu-ga-tum;{'nubanda[overseer]', 'šabra[administrator]'}
šu-hal-un-du;{'dumu[child]'}
šu-ir-ha-an;{'nubanda[overseer]'}
šu-i₃-li₂;{'nagada[herdsman]', 'lu[person]', 'min[two]', 'PN', 'sipad[shepherd]', 'arad[slave]', 'ud[sun]', 'kišib[seal]', 'n', 'sukkal[secretary]', 'nubanda[overseer]', 'kuš[official]'}
šu-kab-ta₂;{'atu[doorkeeper?]'}
šu-kal;{'us[side]'}
šu-ku-bu-um;{'dubsar[scribe]', 'damgar[merchant]', 'dumu[child]', 'sukkal[secretary]', 'nubanda[overseer]', 'muhaldim[cook]', 'kuš[official]'}
šu-ku-uk;{'šeš[brother]'}
šu-ku₈-bu-um;{'lu[person]', 'šeš[brother]', 'kuš[official]'}
šu-la-num₂;{'sipad[shepherd]'}
šu-lu₂-um?;{'AN'}
šu-ma-ma;{'nagada[herdsman]', 'gardu[soldier]', 'AN', 'zabardab[official]', 'lu[person]', 'šuʾi[barber]', 'PN', 'šagia[cup-bearer]', 'uddatuš[jester]', 'tum[bring]', 'u[and]', 'dumu[child]', 'ensik[ruler]'}
šu-ma-ma#;{'lu[person]'}
šu-ma-mi-tum;{'dubsar[scribe]'}
šu-na-bar;{'dubsar[scribe]', 'dumu[child]'}
šu-na-mu-gi₄;{'ŋal[be]', 'šabra[administrator]'}
šu-ni-an-nam;{'nagada[herdsman]'}
šu-ni-ki-ib;{'lu[person]'}
šu-ru-uš-ak;{'šabra[administrator]'}
šu-ru-uš-ki-in;{'šakkanak[general]', 'dumu[child]', 'nubanda[overseer]'}
šu-ti-ru-um;{'ensik[ruler]'}
šu-ur-šu;{'muhaldim[cook]'}
šu-zu;{'ŋar[place]', 'agaʾus[soldier]', 'X', 'kuš[official]'}
šu-{d#}[nin-šubur;{'ragaba[rider]'}
šu-{d}[...];{'arad[slave]'}
šu-{d}da-gan;{'lu[person]'}
šu-{d}dam-ki-na;{'nubanda[overseer]'}
šu-{d}dumu-zi;{'nubanda[overseer]', 'guzala[official]'}
šu-{d}en-lil₂;{'dubsar[scribe]', 'FN', 'dumu[child]', 'agaʾus[soldier]'}
šu-{d}en-lil₂#;{'AN'}
šu-{d}en-lil₂-la₂;{'dubsar[scribe]', 'dumu[child]', 'u'}
šu-{d}eš₁₈-dar;{'u[and]'}
šu-{d}iš-ha-[ra];{'lu[person]'}
šu-{d}iš-ha-ra;{'engar[farmer]', 'lu[person]'}
šu-{d}iš:ha-ra;{'lu[person]'}
šu-{d}iškur;{'PN', 'kuš[official]', 'dumu[child]', 'GN', 'sipad[shepherd]'}
šu-{d}ištaran;{'nubanda[overseer]'}
šu-{d}ma-mi-tum;{'idu[doorkeeper]'}
šu-{d}nin-šubur;{'min[two]', 'sipad[shepherd]', 'dumu[child]', 'ragaba[rider]', 'sukkal[secretary]', 'nubanda[overseer]', 'ummia[expert]'}
šu-{d}nin-šubur#;{'dubsar[scribe]'}
šu-{d}nisaba;{'damgar[merchant]', 'ummia[expert]'}
šu-{d}suen;{'lu[person]', 'šagia[cup-bearer]', 'FN', 'dikud[judge]', 'dumu[child]', 'nubanda[overseer]'}
šu-{d}suen#;{'AN'}
šu-{d}utu;{'kurušda[fattener]', 'nukirik[gardener]', 'nubanda[overseer]'}
šu-{d}šul-[gi];{'nubanda[overseer]', 'šuʾi[barber]'}
šu-{d}šul-gi;{'u', 'FN', 'nubanda[overseer]', 'sukkal[secretary]', 'šuʾi[barber]'}
šu]-ma-ma;{'PN'}
šul-ga₂-a-ad;{'lu[person]'}
šul-ga₂-a-ad#;{'lu[person]'}
šul-gi-ra#;{'šum[give]'}
