,name,role,profession,p_index
1107,lugal-me-du₁₀-ga-ta,source,NA,142108
1108,lugal-HAR-e,reciever,NA,142108
1109,nam-ha-ni-ta,source,NA,142167
1110,uš-mu,reciever,NA,142167
1111,a-kal-la-ta,source,NA,142177
1112,ur-zu,reciever,NA,142177
1113,i₇-pa-e₃-ta,source,NA,142288
1114,lu₂-gi-na,reciever,NA,142288
1115,ARAD₂-ta,source,NA,142327
1116,lugal-ba-ta-ra#-e₃-a,reciever,NA,142327
1117,ARAD₂-mu-ta,source,NA,142620
1118,na-silim,reciever,NA,142620
1119,lugal-ezem-ta,source,NA,142762
1120,lu₂-eb-gal,reciever,NA,142762
1121,ur-e₁₁-e-ta,source,NA,143008
1122,ur-{d}šara₂,reciever,NA,143008
1123,an-gu-gu-ta,source,NA,143015
1124,la-ni-mu,reciever,NA,143015
1125,na-ra-am-i₃-li₂-ta,source,NA,143205
1126,{d}nin-lil₂-ama-mu,reciever,NA,143205
1127,ur-{d}gu-nu-ra-ta,source,NA,143213
1128,ur-{d}utu,reciever,NA,143213
1129,ur-{d}li₉-si₄-ta,source,NA,143216
1130,lugal-gu₂-en-e,reciever,NA,143216
1131,ur-{d}li₉-si₄-ta,source,NA,143235
1132,lu₂-banda₃{da},reciever,NA,143235
1133,šeš-kal-la-ta,source,NA,143260
1134,a-kal-la,reciever,NA,143260
1135,ARAD₂-ta,source,NA,143262
1136,ur-{d}iškur,reciever,NA,143262
1137,ARAD₂-ta,source,NA,143268
1138,{d}šara₂-a-zi,reciever,NA,143268
1139,šeš-kal-la-ta,source,NA,143284
1140,ukken-ne₂,reciever,NA,143284
1141,ARAD₂-ta,source,NA,143317
1142,ka-ku₃,reciever,NA,143317
1143,ur-{d}bil₂-ta,source,NA,143341
1144,ur-sa₆-ga,reciever,NA,143341
1145,lugal-ezem-ta,source,NA,143371
1146,lugal-nig₂-lagar-e,reciever,NA,143371
1147,ARAD₂-ta,source,NA,143475
1148,lugal-{geš}kiri₆,reciever,NA,143475
1149,ARAD₂-ta,source,NA,143482
1150,ba-sa₆-ga,reciever,NA,143482
1151,ur-e₁₁-e-ta,source,NA,143483
1152,lu₂-banda₃{da},reciever,NA,143483
1153,ur-ki-ku₃-ga-ta,source,NA,143520
1154,ur-{d}šara₂,reciever,NA,143520
1155,lu₂-giri₁₇-zal-ta,source,NA,143565
1156,ukken-ne₂,reciever,NA,143565
1157,ku₃-ga-ni-ta,source,NA,143700
1158,i₃-kal-la,reciever,NA,143700
1159,ARAD₂-ta,source,NA,143781
1160,ur-{geš}gigir,reciever,NA,143781
1161,ARAD₂-ta,source,NA,143782
1162,ur-dingir-ra,reciever,NA,143782
1163,ur-nigar{gar},reciever,NA,143924
1164,ab-ba-sa₆-ga-ta,source,NA,143924
1165,lu₂-kal-la-ta,source,NA,143971
1166,ur-{d}šara₂,reciever,NA,143971
1167,{d}šara₂-kam-ta,source,NA,143989
1168,za-ni-a,reciever,NA,143989
1169,lu₂-{d}nam₂-an-ka-ta,source,NA,144101
1170,nig₂-lagar-e,reciever,NA,144101
1171,lu₂-giri₁₇-zal-ta,source,NA,144154
1172,lu₂-dingir-ra,reciever,NA,144154
1173,ARAD₂-ta,source,NA,144155
1174,a-kal-la,reciever,NA,144155
1175,ur-sa₆-sa₆,reciever,NA,144215
1176,lu₂-{d}šul-gi-ra-ta,source,NA,144215
1177,ab-ba-sa₆-ga-ta,source,NA,144419
1178,u₃-[ma-ni],reciever,NA,144419
1179,du-šu-mu-um-e,reciever,NA,145045
1180,a-da-lal₃,source,NA,145045
1181,hal-la-a,reciever,NA,145237
1182,ur-{d}suen-ta,source,NA,145237
1183,bi₂-du₁₁-ga-ta,source,NA,145256
1184,lu₂-du₁₀-ga,reciever,NA,145256
1185,lugal-sa₆-ga-ta,source,NA,145290
1186,lu₂-gi-na,reciever,NA,145290
1187,{d}šara₂-za-me!-en-ta,source,NA,145326
1188,am₃-mu,reciever,NA,145326
1189,lu₂-dingir-ra-ta,source,NA,145880
1190,ur-lugal-ke₄,reciever,NA,145880
1191,lugal-im-ru-a-ta,source,NA,200597
1192,ur-{d}nin-geš-zi-da,reciever,NA,200597
1193,lugal-nir-ta,source,NA,201045
1194,i₃-kal-la,reciever,NA,201045
1195,ur-{d}šul-pa-e₃-ta,source,NA,201063
1196,i₃-kal-la,reciever,NA,201063
1197,ab-ba-sa₆-ga-ta,source,NA,201158
1198,ur-mes,reciever,NA,201158
1199,ba-zi-ta,source,NA,201266
1200,[ur]-{d}igi-zi-bar-ra,reciever,NA,201266
1201,lugal-e-ba-an-sa₆-ta,source,NA,201334
1202,ur-{d}šara₂,reciever,NA,201334
1203,a-hu-ni-ta,source,NA,201360
1204,ur-nigar{gar},reciever,NA,201360
1205,lu₂-dingir-ra-ta,source,NA,201441
1206,ur-nigar{gar},reciever,NA,201441
1207,ba-zi-ta,source,NA,202568
1208,ur-{d}ba-ba₆,reciever,NA,202568
1209,ba-zi-ta,source,NA,203424
1210,ab-ba-mu,reciever,NA,203424
1211,ur-dam-ta,source,NA,204622
1212,ur-{d}nanše,reciever,NA,204622
1213,ur-mes-ta,source,NA,205102
1214,al-la,reciever,NA,205102
1215,ka-ka-gu-ta,source,NA,205921
1216,ur-ab-ba,reciever,NA,205921
1217,ur-{d}nanše-ta,source,NA,206121
1218,ba-la,reciever,NA,206121
1219,ur-{d}nanše-ta,source,NA,206549
1220,lu₂-igi-sa₆-sa₆,reciever,NA,206549
1221,ur-e₂-gal-ta,source,NA,206579
1222,ša₃-da,reciever,NA,206579
1223,i₃-kal-la-ta,source,NA,206596
1224,ur-{d}ba-ba₆,reciever,NA,206596
1225,ur-eš₃-ku₃-ga-ta,source,NA,206642
1226,ur-{d}ba-ba₆,reciever,NA,206642
1227,a-tu-ta,source,NA,207481
1228,ar-ši-ah,reciever,NA,207481
1229,šeš-kal-la-ta,source,NA,208552
1230,a-kal-la,reciever,NA,208552
1231,a-tu-ta,source,NA,208614
1232,a-kal-la,reciever,NA,208614
1233,ur-{d}ba-ba₆-ta,source,NA,208620
1234,lugal#-ezem,reciever,NA,208620
1235,lu₂-{d}šara₂-ta,source,NA,208634
1236,ur-e₁₁-e,reciever,NA,208634
1237,ARAD₂-ta,source,NA,208644
1238,ur-e₁₁-e,reciever,NA,208644
1239,ur-e₁₁-e-ta,source,NA,208654
1240,da-da-ga,reciever,NA,208654
1241,lu₂-kal-la-ta,source,NA,208658
1242,i₃-kal-la,reciever,NA,208658
1243,ša₃-nin-ga₂-ta,source,NA,209120
1244,[a]-kal-la,reciever,NA,209120
1245,lu₂-{d}nin-šubur-ta,source,NA,209338
1246,lu₂-{d}šara₂,reciever,NA,209338
1247,na-u₂-a-ta,source,NA,209405
1248,la-a-mu,reciever,NA,209405
1249,ur-{d}šara₂-ta,source,NA,209423
1250,ur-mes,reciever,NA,209423
1251,na-u₂-a-ta,source,NA,209432
1252,a-kal-la,reciever,NA,209432
1253,ARAD₂-ta,source,NA,209435
1254,ur-{d}suen-ke₄,reciever,NA,209435
1255,lu₂-banda₃{da}-ta,source,NA,209497
1256,ur-{d}li₉-si₄,reciever,NA,209497
1257,ARAD₂-ta,source,NA,209500
1258,lu₂-banda₃{da},reciever,NA,209500
1259,ARAD₂-ta,source,NA,209512
1260,gur₈?-za-an,reciever,NA,209512
1261,ARAD₂-ta,source,NA,209514
1262,ur-dingir-ra,reciever,NA,209514
1263,ARAD₂-ta,source,NA,209617
1264,šu-u₂-u₂,reciever,NA,209617
1265,ARAD₂-ta,source,NA,209631
1266,a-du,reciever,NA,209631
1267,pa₃-da-ta,source,NA,209646
1268,la-a-mu,reciever,NA,209646
1269,ARAD₂-ta,source,NA,209673
1270,ur-dingir-ra,reciever,NA,209673
1271,ARAD₂-ta,source,NA,209681
1272,ur-ge₆-par₄,reciever,NA,209681
1273,ur-{d}lamma,reciever,NA,210010
1274,lu₂-{d}nin-šubur-ta,source,NA,210010
1275,ur-{d}šara₂,source,NA,210116
1276,a-du,reciever,NA,210116
1277,lugal-ezem-ta,source,NA,210195
1278,ba-sa₆,reciever,NA,210195
1279,lu₂-{d}šul-gi-ra-ta,source,NA,210237
1280,u₃-ma-ni,reciever,NA,210237
1281,ARAD₂-ta,source,NA,210269
1282,ur-{d}suen,reciever,NA,210269
1283,bi₂-du₁₁-ga-ta,source,NA,210281
1284,ba-sa₆,reciever,NA,210281
1285,lu₂-[dingir-ra]-ta,source,NA,210463
1286,ur-nigar{gar},reciever,NA,210463
1287,ur-{d}nin-tu-ta,source,NA,211487
1288,i₃-kal-la,reciever,NA,211487
1289,uš-mu-ta,source,NA,211525
1290,lu₂-{d}nin-šubur,reciever,NA,211525
1291,ur-{d}ba-ba₆-ta,source,NA,211617
1292,da-da-ga#,reciever,NA,211617
1293,da-da-ga-ta,source,NA,211639
1294,a-du,reciever,NA,211639
1295,ur-sila-luh-ta,source,NA,211643
1296,la-ni-mu,reciever,NA,211643
1297,ur-{d}dumu-zi-da-ta,source,NA,211727
1298,a-du,reciever,NA,211727
1299,ur-{d}suen-ta,source,NA,211732
1300,ur-{d}iškur,reciever,NA,211732
1301,ša₃-ku₃-ge-ta,source,NA,211736
1302,i₃-kal-la,reciever,NA,211736
1303,lugal-nir-ta,source,NA,211739
1304,i₃-kal-la,reciever,NA,211739
1305,ur-{d}šara₂-ta,source,NA,211742
1306,la-ni-mu,reciever,NA,211742
1307,šeš-kal-la-ta,source,NA,211805
1308,ukken-ne₂,reciever,NA,211805
1309,šeš-kal-la-ta,source,NA,211812
1310,da-da-a,reciever,NA,211812
1311,ur-{d}nin-tu-ta,source,NA,211827
1312,i₃-kal-la,reciever,NA,211827
1313,ur-{d}nin#-tu-ta,source,NA,211857
1314,i₃-kal-la,reciever,NA,211857
1315,ur-{d}nin-tu-ta,source,NA,211859
1316,i₃-kal-la,reciever,NA,211859
1317,ur-{d}šara₂,source,NA,211911
1318,i₃-kal-la,reciever,NA,211911
1319,šeš-kal-la-ta,source,NA,211997
1320,ku₃-ga-ni,reciever,NA,211997
1321,lu₂-{d}nin-šubur-ta,source,NA,212001
1322,ab-ba-sa₆-ga,reciever,NA,212001
1323,da-a-ga,reciever,NA,218067
1324,a-tu-ta,source,NA,218067
1325,a-ab-ba-ni-ta,source,NA,218154
1326,a-kal-la,reciever,NA,218154
1327,a-du-ta,source,NA,235046
1328,{d}šara₂-kam,reciever,NA,235046
1329,nam-ha-ni-ta,source,NA,235219
1330,ur-sa₆-ga,reciever,NA,235219
1331,ARAD₂-ta,source,NA,235406
1332,ur-dun,reciever,NA,235406
1333,en-dingir-mu-ta,source,NA,235435
1334,{d}nin-lil₂-ama-mu,reciever,NA,235435
1335,da-da#-ga-ta,source,NA,235500
1336,ur-{d}nun-gal,reciever,NA,235500
1337,ur-{d}li₉-si₄-ta,source,NA,248696
1338,lu₂-{d}nin-ildu₃-ma,reciever,NA,248696
1339,lugal-{geš}gigir-ta,source,NA,249136
1340,ur-{d}šara₂,reciever,NA,249136
1341,dingir-su-ra-bi₂,source,NA,272596
1342,a-da-lal₃,reciever,NA,272596
1343,a-du-ta,source,NA,273409
1344,la-ni-mu,reciever,NA,273409
1345,ur-ba-gara₂-ta,source,NA,274293
1346,ur-sa₆-ga-mu,reciever,NA,274293
1347,šeš-kal-la-ta,source,NA,283844
1348,ur-ki-ku₃-ga,reciever,NA,283844
1349,ARAD₂-ta,source,NA,290176
1350,lugal-ušurₓ(|LAL₂.TUG₂|)?,reciever,NA,290176
1351,da-da-ga-ta,source,NA,290368
1352,a-kal-la,reciever,NA,290368
1353,ur-gu₂-edin-na-ta,source,NA,290444
1354,a-ki-lu₅-la,reciever,NA,290444
1355,šeš-kal-la-ta,source,NA,290449
1356,du-u₂-du₁₁,reciever,NA,290449
1357,da-da-ga-ta,source,NA,290583
1358,da-da-ga,reciever,NA,290583
1359,ARAD₂-ta,source,NA,290584
1360,ab-ba-sa₆-ga,reciever,NA,290584
1361,lugal-sa₆-ga-ta,source,NA,290606
1362,a-kal-la,reciever,NA,290606
1363,lugal-ezem-ta,source,NA,290609
1364,a-kal-la,reciever,NA,290609
1365,ur-{d}nin-tu-ta,source,NA,290612
1366,i₃-kal-la,reciever,NA,290612
1367,lugal-a₂-zi-da-ta,source,NA,290739
1368,ur-lugal-ke₄,reciever,NA,290739
1369,da-da-ta,source,NA,290753
1370,ba-sa₆,reciever,NA,290753
1371,ur-mes-ta,source,NA,290791
1372,lu₂-dingir-ra,reciever,NA,290791
1373,lugal-ezem-ta,source,NA,290825
1374,da-da-ga,reciever,NA,290825
1375,lugal-nesag-e-ta,source,NA,290873
1376,a-kal-la,reciever,NA,290873
1377,lu₂-kal-la-ta,source,NA,290904
1378,a-kal-la,reciever,NA,290904
1379,lugal-{geš}kiri₆-ta,source,NA,291202
1380,a-kal-la,reciever,NA,291202
1381,šeš-kal-la-ta,source,NA,291591
1382,lugal-e-ba-an-sa₆,reciever,NA,291591
1383,ur-{d}šara₂-ta,source,NA,291726
1384,la-ni-mu,reciever,NA,291726
1385,lugal-e₂-mah-e-ta,source,NA,291727
1386,al-la,reciever,NA,291727
1387,ur-{d}ba-ba₆,source,NA,291735
1388,la-ni-mu,reciever,NA,291735
1389,gu-u₂-gu-a-ta,source,NA,291739
1390,lu₂-{d}šul-gi-ra,reciever,NA,291739
1391,ur-sila-luh-ta,source,NA,291753
1392,la-ni-mu,reciever,NA,291753
1393,ARAD₂-ta,source,NA,291810
1394,šeš-kal-la,reciever,NA,291810
1395,lugal#-nig₂-lagar-e-ta,source,NA,291817
1396,la-ni-mu,reciever,NA,291817
1397,ur-{d}suen-ta,source,NA,291850
1398,ur-{d}iškur,reciever,NA,291850
1399,lugal-ezem-ta,source,NA,291871
1400,[lugal]-nig₂-lagar-e,reciever,NA,291871
1401,da-da-ga-ta,source,NA,291985
1402,la-ni-mu,reciever,NA,291985
1403,ur-{d}utu,source,NA,291991
1404,da-da-ga,reciever,NA,291991
1405,ARAD₂-ta,source,NA,292055
1406,a-kal-la,reciever,NA,292055
1407,šeš-kal-la-ta,source,NA,292062
1408,a-kal-la,reciever,NA,292062
1409,lu₂-{d}šara₂-ta,source,NA,292141
1410,ki-la-ri,reciever,NA,292141
1411,ku₃-ga-ni-ta,source,NA,292300
1412,a-kal-la,reciever,NA,292300
1413,ARAD₂-ta,source,NA,292367
1414,ur-e₁₁-e-ke₄,reciever,NA,292367
1415,gu-du-du-ta,source,NA,292402
1416,i₃-kal-la,reciever,NA,292402
1417,ur-{d}suen-ta,source,NA,292417
1418,i₃-kal-la,reciever,NA,292417
1419,lu₅-lu₅-ta,source,NA,292418
1420,a-kal-la,reciever,NA,292418
1421,ur-{d}šul-pa-e₃-ta,source,NA,292532
1422,ur-e₁₁-e,reciever,NA,292532
1423,ur-{d}ma-mi-ta,source,NA,292548
1424,a-kal-la,reciever,NA,292548
1425,ur-e₁₁-e-ta,source,NA,297077
1426,u₃-ma-ni,reciever,NA,297077
1427,na-lu₅-ta,source,NA,303489
1428,ur-nigar{gar},reciever,NA,303489
1429,na-lu₅-ta,source,NA,303491
1430,ur-nigar{gar},reciever,NA,303491
1431,lu₂-dingir-ra-ta,source,NA,303563
1432,ur-nigar{gar},reciever,NA,303563
1433,lu₂-dingir-ra-ta,source,NA,303612
1434,ur-nigar{gar},reciever,NA,303612
1435,na-lu₅-ta,source,NA,303616
1436,ur-nigar{gar},reciever,NA,303616
1437,lu₂-{d}šul-gi-ra-ta,source,NA,303694
1438,a-du-mu,reciever,NA,303694
1439,ur-{d}nun-gal-ta,source,NA,303695
1440,u₃-ma-ni,reciever,NA,303695
1441,lu₂-dingir-ra-ta,source,NA,303748
1442,ur-nigar{gar},reciever,NA,303748
1443,šu-ab-ba-ta,source,NA,303796
1444,er₃-ra-nu-id,reciever,NA,303796
1445,gu₂-tar-ta,source,NA,312573
1446,šeš-kal-la,reciever,NA,312573
1447,ur-{d}en-lil₂-la₂-ta,source,NA,315711
1448,a-hu-a,reciever,NA,315711
1449,ur-ab-ba-ta,source,NA,317722
1450,nig₂-{d}ba-ba₆,reciever,NA,317722
1451,ur-{d}nanše-ta,source,NA,317750
1452,ur-dun,reciever,NA,317750
1453,lu₂-giri₁₇-zal-ta,source,NA,317923
1454,lugal-ša₃-la₂,reciever,NA,317923
1455,lu₂-{d}nin-šubur-ta,source,NA,320492
1456,ur-mes,reciever,NA,320492
1457,na#-sa₆#-ta,source,NA,320502
1458,ur-{d}[ba]-ba₆#,reciever,NA,320502
1459,bar-bar-li₂-a-ta,source,NA,321015
1460,dingir-ba-ni,reciever,NA,321015
1461,ba-zi-ta,source,NA,321133
1462,ur-{d}lamma,reciever,NA,321133
1463,šeš-kal-la-ta,source,NA,321138
1464,ur-{d}en-gal-du-du,reciever,NA,321138
1465,lu₂-gi-na-ta,source,NA,321153
1466,lu₂-lagaš{ki},reciever,NA,321153
1467,ba-la-a,reciever,NA,324549
1468,{d}iškur-illat-ta,source,NA,324549
1469,{d}iškur-illat-ta,source,NA,325984
1470,a-na-ah-i₃-li₂,reciever,NA,325984
1471,ba-zi-ta,source,NA,330162
1472,ur-nig₂,reciever,NA,330162
1473,a-kal-la,source,NA,332058
1474,ur-e₁₁-e,reciever,NA,332058
1475,{d}lamma-iri-na-ta,source,NA,332131
1476,lugal-da-ga,reciever,NA,332131
1477,ukken-ne₂-ta,source,NA,332144
1478,da-da-a,reciever,NA,332144
1479,SI-A-<a>,reciever,NA,332191
1480,ur-{d}nanše-ta,source,NA,332191
1481,ur-me-me-ta,source,NA,332252
1482,ur#-{d}šul-pa-e₃-ke₄#,reciever,NA,332252
1483,ARAD₂-ta,source,NA,332262
1484,šu-eš₁₈-dar,reciever,NA,332262
1485,ur-{d}šul-pa-e₃-ta,source,NA,332409
1486,ur-{d}ba?-ba₆,reciever,NA,332409
1487,ad-da-ta,source,NA,332421
1488,ur-mes,reciever,NA,332421
1489,ur-{d}suen-ta,source,NA,332423
1490,a-kal-la,reciever,NA,332423
1491,i-šar-i₃-li₂,source,NA,333642
1492,pu-ga-<a>,reciever,NA,333642
1493,ur-mes,source,NA,333666
1494,lu₂-{d}nanna,reciever,NA,333666
1495,a-du-ta,source,NA,339119
1496,i₃-kal-la,reciever,NA,339119
1497,ur-{d}nin-tu-ta,source,NA,339154
1498,i₃-kal-la,reciever,NA,339154
1499,ur-{d}šul-pa-e₃-ta,source,NA,339220
1500,lu₂-du₁₀-ga,reciever,NA,339220
1501,ur-{d}šara₂,source,NA,339241
1502,i₃-kal-la,reciever,NA,339241
1503,lugal-ezem-ta,source,NA,339291
1504,a-kal-la,reciever,NA,339291
1505,a-du-ta,source,NA,339328
1506,i₃-kal-la,reciever,NA,339328
1507,lugal-mu-ma-ag₂-ta,source,NA,339595
1508,gur₈-za-an,reciever,NA,339595
1509,ur-{d}ba-ba₆-ta,source,NA,339742
1510,ur-{d}šul-pa-e₃,reciever,NA,339742
1511,ur-e₁₁-e-ta,source,NA,339745
1512,ur-{d}šul-pa-e₃,reciever,NA,339745
1513,u₃-ma-ni-ta,source,NA,339799
1514,ku₃-ga-ni,reciever,NA,339799
1515,a-tu-ta,source,NA,339879
1516,ur-{d}šul-pa-e₃,reciever,NA,339879
1517,šeš-kal-la-ta,source,NA,339885
1518,lugal-nig₂-lagar-e,reciever,NA,339885
1519,ur-{d}šul-pa-e₃-ta,source,NA,339888
1520,a-du,reciever,NA,339888
1521,ur-{d}šara₂-ta,source,NA,340001
1522,ur-{geš}gigir,reciever,NA,340001
1523,da-da-ga-ta,source,NA,340108
1524,ur-{d}lamma,reciever,NA,340108
1525,ARAD₂-ta,source,NA,340168
1526,ur-zu,reciever,NA,340168
1527,ARAD₂-ta,source,NA,340174
1528,giri₃-ni,reciever,NA,340174
1529,ARAD₂-ta,source,NA,340192
1530,nig₂-lagar-e,reciever,NA,340192
1531,lugal-ezem-ta,source,NA,340333
1532,šeš-kal-la,reciever,NA,340333
1533,ur-e₁₁-e-ta,source,NA,340337
1534,hu-wa-wa,reciever,NA,340337
1535,ur-nigar{gar}-ta,source,NA,340451
1536,ur-{geš}gigir,reciever,NA,340451
1537,lu₂-kal-la-ta,source,NA,340566
1538,ur-ba-gara₂,reciever,NA,340566
1539,ur-{d}nun-gal-ta,source,NA,340631
1540,lu₂-iri-sag,reciever,NA,340631
1541,da-da-ga-ta,source,NA,340685
1542,šeš-kal-la,reciever,NA,340685
1543,lugal-ku₃-ga-ni-ta,source,NA,340688
1544,uš-mu,reciever,NA,340688
1545,ur-du₆-ku₃-ga-ta,source,NA,340721
1546,ur-{geš}gigir,reciever,NA,340721
1547,{d}šara₂-ba-zi-<ge>-ta,source,NA,340761
1548,lu₂-gi-na,reciever,NA,340761
1549,lu₂-banda₃{da}-ta,source,NA,340764
1550,a-kal-la,reciever,NA,340764
1551,a-kal-la,source,NA,340778
1552,ur-{geš}gigir,reciever,NA,340778
1553,da-da-ta,source,NA,340801
1554,ur-{geš}gigir,reciever,NA,340801
1555,ur-{d}šara₂,source,NA,341002
1556,i₃-kal-la,reciever,NA,341002
1557,ur-{d}šara₂-ta,source,NA,341025
1558,na-u₂-a,reciever,NA,341025
1559,lu₂#-igi#-sa₆-sa₆-ta,source,NA,341945
1560,ur-dun,reciever,NA,341945
1561,ur-{d}suen-ta,source,NA,341979
1562,ur-{d}iškur,reciever,NA,341979
1563,lugal-ezem-ta,source,NA,342030
1564,a#-kal-la,reciever,NA,342030
1565,ur-e₂-mah,reciever,NA,469550
1566,lu₂-{d}šara₂-ta,source,NA,469550
1567,ur-{d}ur₃-bar-tab,reciever,NA,469544
1568,lu₂-{d}šara₂-ta,source,NA,469544
1569,[a]-kal-la,reciever,NA,356028
1570,nam-zi-tar-ra-ta,source,NA,356028
1571,šeš-kal-la-ta,source,NA,374165
1572,ur-{d}en-gal-du-du,reciever,NA,374165
1573,ur-šu-ga-lam#-ma#-ta,source,NA,374203
1574,ur-mes,reciever,NA,374203
1575,lu₂-kal-la-ta,source,NA,374243
1576,lu₂-me-lam₂,reciever,NA,374243
1577,ur-nigar{gar}-ta,source,NA,374269
1578,ur-{d}igi-zi-bar-ra,reciever,NA,374269
1579,lugal-dam-ta,source,NA,374392
1580,di-mi,reciever,NA,374392
1581,lu₂-{d}nin-šubur-ta,source,NA,374671
1582,lu₂-na,reciever,NA,374671
1583,ur-[ama]-na-ta,source,NA,378576
1584,lu₂-[giri₁₇-zal,reciever,NA,378576
1585,šeš-kal-la-ta,source,NA,378719
1586,ur-{d}nanše,reciever,NA,378719
1587,al-la-mu-ta,source,NA,378887
1588,ur-mes,reciever,NA,378887
1589,na-silim-ta,source,NA,379304
1590,ur-mes,reciever,NA,379304
1591,ur-gu₂-en-na-ta,source,NA,379368
1592,ab-ba-gu-la,reciever,NA,379368
1593,lugal-dam-ta,source,NA,379615
1594,di-mi,reciever,NA,379615
1595,{d}šara₂#?-[...],source,NA,379823
1596,lu₂-dingir-ra,reciever,NA,379823
1597,ur]-{d}nin-geš-zi-da-ta,source,NA,380008
1598,[lugal]-im-ru-a,reciever,NA,380008
1599,ba-zi-ta,source,NA,380371
1600,i₃-li₂,reciever,NA,380371
1601,ur-e₁₁-e-ta,source,NA,380556
1602,i₃-kal-la,reciever,NA,380556
1603,hu-wa-wa-ta,source,NA,387643
1604,ur-{d}iškur,reciever,NA,387643
1605,ur-ru-ta,source,NA,387660
1606,a-kal-la,reciever,NA,387660
1607,ur-gu-ta,source,NA,390773
1608,ur-tul₂-sag,reciever,NA,390773
1609,ur-{d}šul-pa-e₃-ta,source,NA,390805
1610,da-da-ga,reciever,NA,390805
1611,ARAD₂-ta,source,NA,390809
1612,lu₂-{d}ištaran,reciever,NA,390809
1613,i₇-pa-e₃-ta,source,NA,390847
1614,lu₂-dingir-ra,reciever,NA,390847
1615,bar-bar-li₂-a-ta,source,NA,392043
1616,ha-li₂-li₂,reciever,NA,392043
1617,ur-{d}nin-tu-ta,source,NA,413863
1618,i₃-kal-la,reciever,NA,413863
1619,ad-da-ta,source,NA,249089
1620,lu₂-du₁₀-ga,reciever,NA,249089
1621,ur-{d}ba-ba₆-ta,source,NA,332348
1622,da-gi,reciever,NA,332348
1623,a-hu-ni-ta,source,NA,211511
1624,ur-nigar{gar},reciever,NA,211511
1625,lu₂-dingir-ra-ta,source,NA,211684
1626,ur-nigar{gar},reciever,NA,211684
1627,{d}šul-gi-a-a-mu-ta,source,NA,212109
1628,ur-nigar{gar},reciever,NA,212109
1629,{d}utu-GIR₂@g-gal,reciever,NA,248602
1630,pa₃#-da#-ta,source,NA,248602
1631,šeš-kal-la,source,NA,249087
1632,[lugal]-nesag#-e,reciever,NA,249087
1633,ARAD₂-ta,source,NA,249097
1634,inim-{d}inanna,reciever,NA,249097
1635,la-ni-mu-ta,source,NA,249166
1636,igi#-dar,reciever,NA,249166
1637,ur-sa₆-ga-ta,source,NA,330444
1638,la-a-mu,reciever,NA,330444
1639,da-a-ga-ta,source,NA,330506
1640,lugal-ezem,reciever,NA,330506
1641,ku₃-ga-ni-ta,source,NA,330591
1642,da-da-ga,reciever,NA,330591
1643,lugal-nir-ta,source,NA,376041
1644,lu₂-{d}nin-šubur,reciever,NA,376041
1645,en-u₂-a-ta,source,NA,376062
1646,ur-e₁₁-e,reciever,NA,376062
1647,ur-{d}li₉-si₄-ta,source,NA,212035
1648,na-x,reciever,NA,212035
1649,lu₂-du₁₀-ga-ta,source,NA,332518
1650,a-a-kal-la,reciever,NA,332518
1651,lu₂-{d}šu-{d}suen,source,NA,138391
1652,ARAD₂#-{d}nanna,reciever,NA,138391
1653,šu-na-bar,reciever,NA,138436
1654,a-a-kal-la-ta,source,NA,138436
1655,ARAD₂-{d}nanna-ta,source,NA,138680
1656,a-hu-wa-qar,reciever,NA,138680
1657,lu₂-dingir-ra-ta,source,NA,211682
1658,ur-nigar{gar},reciever,NA,211682
